252.97,2.6756,-7.9176,8.8488,-60.145
287.63,-1.3587,-7.0465,-7.867,-158.93
315.49,-9.1706,-8.6151,-5.7593,-97.984
293.6,-17.362,-11.843,14.385,68.529
174.8,-19.747,-13.968,35.979,166.08
-12.023,-15.178,-13.023,50.977,138.96
-173.77,-11.05,-10.993,65.528,95.31
-252.6,-14.778,-12.307,83.364,149.16
-279.64,-21.817,-16.965,95.065,272.28
-317.43,-20.495,-18.63,90.498,318.37
-378.99,-10.588,-13.514,76.64,205.98
-423.97,-4.658,-6.5912,71.071,42.408
-415.63,-7.5029,-4.0949,76.942,3.9034
-361.71,-9.6654,-5.4236,78.392,109.61
-303.26,-6.0675,-7.6388,64.795,201.67
-267.16,-5.4367,-11.986,44.859,184.16
-231.33,-14.994,-20.166,30.991,177.46
-149.92,-27.247,-27.926,23.413,315.15
-18.619,-28.983,-27.964,16.747,487.26
106,-19.037,-19.563,11.537,476.97
171.37,-10.764,-11.491,10.898,275.51
196.5,-14.452,-11.945,11.943,59.403
244.22,-23.166,-18.273,9.0598,-71.006
330.35,-23.65,-21.667,3.3427,-139.86
397.3,-16.032,-19.734,1.5139,-146.65
391.53,-11.798,-18.143,7.6474,-45.997
333.22,-16.063,-21.137,22.104,133.01
280.83,-22.918,-26.52,42.78,266.69
251.59,-25.571,-30.09,59.831,260.01
214.64,-22.661,-30.899,59.025,149.03
150.06,-17.663,-31.733,40.874,83.916
76.218,-15.992,-35.625,25.705,206.8
18.89,-17.795,-40.727,29.306,487.7
-19.584,-15.505,-40.126,44.59,695.93
-56.82,-6.2587,-30.747,56.126,642.48
-108.16,0.82154,-19.475,60.981,430.39
-169.09,-0.35161,-14.648,65.934,315.05
-220.01,-2.2967,-15.926,73.29,347.56
-249.33,0.71334,-19.26,78.259,357.29
-262.2,0.48334,-25.963,75.833,283.28
-261.5,-9.9276,-38.329,65.392,288.45
-233.87,-20.638,-50.595,51.133,462.99
-166.09,-17.895,-53.224,38.627,606.29
-68.032,-5.5503,-45.348,29.063,477.27
30.69,-0.20831,-36.286,19.947,173.91
104.24,-7.5901,-34.225,11.73,45.957
146.69,-15.893,-37.96,5.9835,220.34
167.04,-13.31,-40.589,-1.7822,441.54
169.6,-2.8005,-38.407,-16.1,451.93
142.88,3.5685,-34.626,-30.67,303.79
77.449,0.045588,-34.355,-35.566,197.49
-8.0073,-6.9711,-37.196,-31.942,213.62
-75.571,-8.2328,-37.659,-29.165,301.55
-107.88,-4.064,-33.889,-31.286,386.09
-125.03,-4.3912,-32.676,-34.663,426.06
-152.56,-14.537,-41.276,-36.231,448.58
-181.42,-24.065,-54.988,-37.82,508.82
-177.94,-18.044,-60.175,-41.214,562.14
-136.96,0.22964,-52.441,-42.383,477.4
-99.923,10.755,-42.939,-36.561,261.39
-100.24,4.3366,-41.677,-29.303,119.36
-113.87,-6.8943,-44.632,-32.659,154.05
-95.062,-10.939,-44.322,-46.598,170.55
-45.294,-11.735,-43.199,-54.802,-13.069
-12.396,-16.952,-47.569,-44.247,-209.05
-23.956,-22.634,-55.206,-21.36,-108.42
-53.591,-18.897,-58.043,-4.9127,188.6
-65.636,-5.7805,-53.912,-6.5182,255.68
-66.599,5.1987,-48.638,-19.832,-18.562
-84.378,6.0898,-47.407,-28.769,-264.54
-114.48,1.5431,-49.068,-25.465,-218.4
-124.84,-0.38153,-49.653,-16.575,-82.474
-108.58,0.69316,-48.243,-11.418,-120.73
-96.634,-0.4723,-47.481,-10.764,-248.39
-112.11,-6.4452,-49.283,-11.129,-243.95
-135.27,-13.485,-51.664,-13.106,-101.28
-126.85,-15.187,-50.849,-19.134,26.417
-80.464,-10.721,-46.198,-27.066,61.045
-36.764,-7.3205,-41.366,-31.369,59.317
-32.88,-9.77,-39.639,-29.517,124.42
-49.256,-11.475,-39.333,-24.448,267.9
-34.649,-4.438,-36.138,-20.302,339.14
17.706,5.9314,-30.464,-17.439,203.79
55.501,6.8579,-29.249,-14.378,-4.416
41.106,-2.8576,-37.1,-12.633,-13.248
5.8701,-10.625,-47.495,-13.515,174.53
5.4669,-7.8936,-48.401,-12.657,246.59
41.256,-1.7478,-37.993,-6.2684,51.984
58.185,-4.4742,-28.666,0.18329,-149.58
23.025,-15.894,-30.79,-2.1781,-79.872
-23.605,-22.105,-38.08,-14.023,138.32
-20.212,-13.349,-37.279,-26.11,190.48
24.814,1.9864,-28.607,-27.168,36.402
41.844,8.2671,-25.031,-16.052,-100.66
2.1482,4.0073,-31.709,-6.2277,-107.86
-45.394,0.49242,-38.994,-9.4374,-86.984
-55.185,0.9133,-38.258,-18.091,-129.41
-44.853,-3.4471,-33.023,-17.672,-188.13
-52.075,-14.814,-30.798,-10.316,-180.42
-79.343,-22.109,-32.615,-9.355,-114.87
-103.56,-16.744,-34.074,-17.564,-85.882
-110.78,-4.0753,-32.062,-25.776,-143.42
-108.91,4.3376,-28.613,-25.407,-187.19
-118.14,2.833,-28.619,-13.49,-69.801
-146.53,-4.6023,-32.217,4.1914,160.29
-173.72,-9.1469,-31.63,11.9,244.5
-173.69,-7.2032,-20.86,-0.30208,52.393
-150.52,-3.8274,-5.5947,-19.69,-202.62
-130.46,-2.4376,4.0386,-25.303,-252.02
-124.71,1.3644,7.5095,-17.091,-137.67
-123.88,8.8314,12.036,-13.279,-89.718
-121.87,10.225,19.116,-20.852,-162.17
