-3.2823,2.4476,0.36731,-0.97498,-30.886
-2.0865,-2.3474,0.56803,16.653,-183.46
-0.080546,-5.7911,1.4059,23.726,-144.25
1.1721,-5.5123,1.0062,19.116,-3.073
-0.068645,-1.7863,-2.5618,10.477,10.135
-3.9428,1.3078,-7.9386,5.6632,-147.93
-9.2413,-0.21011,-11.77,7.4221,-253.71
-13.607,-5.2012,-11.996,12.69,-128.64
-13.904,-7.9807,-9.411,15.671,100.25
-8.8458,-4.3929,-6.6926,13.52,188.15
-0.82522,3.6264,-5.4631,8.6881,104.22
6.3192,10.154,-4.9597,5.8451,3.3081
10.028,11.407,-4.5005,8.1773,-30.331
9.1143,8.7481,-5.0397,14.273,-33.637
3.6789,5.6028,-6.9069,17.223,-44.139
-4.3286,3.2858,-8.6416,12.135,-69.324
-11.942,1.6706,-9.038,4.8267,-105.48
-16.68,2.1231,-7.9299,5.0133,-122.06
-17.135,5.96,-5.1101,11.706,-107.95
-13.828,10.42,-1.3634,15.095,-110.15
-9.8236,10.61,-0.06821,12.192,-116.62
-8.2368,6.2818,-3.9751,10.373,-10.832
-8.809,2.5956,-9.976,13.694,202.52
-8.8845,2.9474,-11.159,14.923,295.13
-7.3839,5.0808,-5.4071,7.0501,129.77
-5.648,5.8114,1.8176,-3.7658,-102.22
-4.5029,5.5129,4.57,-5.5957,-151.33
-2.9752,5.7693,2.4492,2.0994,-56.389
-1.0357,6.1047,-1.8494,8.2664,-34.919
-0.44613,5.4189,-6.5468,6.9393,-128.17
-0.14209,4.1762,-9.5468,4.9849,-139.63
4.2713,3.3659,-7.6144,10.001,53.469
11.516,2.9883,-1.2513,18.107,267.34
12.043,2.5767,3.4946,20.22,226.99
1.8513,2.0292,2.8135,14.764,-34.081
-8.6346,1.6054,0.36392,6.4662,-183.46
-8.6266,1.9884,0.37675,-2.2381,-46.897
-2.5534,4.1065,0.94488,-10.802,143.76
-1.04,7.7633,-1.3631,-16.346,107.06
-3.5711,10.647,-5.358,-15.821,-44.773
-2.9752,10.285,-7.6853,-9.4431,21.732
-0.76124,7.2786,-7.3251,-1.0001,304.42
-3.6547,4.5306,-5.053,3.1143,416.63
-10.288,2.5494,-2.0595,-0.79161,175.82
-14.279,-1.0446,-0.44142,-7.2853,-98.781
-14.501,-5.4663,-1.6097,-7.535,-72.999
-12.539,-5.2146,-3.9683,-2.1061,118.46
-7.8301,1.2658,-5.3023,1.1739,144.67
-2.2654,6.4973,-6.2764,0.95648,-12.006
-1.5882,3.1332,-8.2916,2.3671,-120.97
-7.7437,-5.914,-9.9393,5.3315,-96.234
-15.729,-11.416,-8.9388,5.5,-51.462
-19.123,-8.6137,-5.6007,4.6081,-79.439
-15.025,-0.91672,-1.8156,8.3524,-150.15
-5.2367,4.8564,1.2888,15.68,-154.97
4.4718,5.4923,2.6936,19.072,-20.718
8.2203,3.9526,0.99127,14.856,151.79
5.5929,4.1642,-2.9568,7.4927,154.85
2.5571,5.0434,-5.0768,2.8704,-33.59
5.0519,2.9715,-2.5112,1.4693,-180.99
11.231,-2.0701,2.6079,0.76664,-132.8
11.825,-6.9417,5.4578,0.17263,-43.637
1.0979,-9.5819,3.2457,-1.2623,-120.93
-13.148,-9.1844,-2.4534,-6.7501,-269.96
-16.15,-4.9436,-6.8416,-13.747,-217.5
-4.8528,1.9289,-6.2149,-10.431,46.706
6.9704,7.2606,-1.8306,7.9889,209.31
6.3357,7.5063,1.5828,25.95,91.064
-3.5594,2.9469,1.145,27.164,-69.721
-10.367,-2.6297,-1.5028,20.776,29.327
-7.7389,-3.8835,-2.7895,26.172,279.5
1.4822,1.7069,-1.2847,38.678,300.07
11.063,9.1565,1.449,36.495,-2.3058
15.803,10.385,3.0515,17.134,-303.06
14.223,5.2619,2.2705,1.1459,-321.95
10.104,1.4431,-0.422,0.684,-149.13
9.0121,1.8535,-3.0592,5.9375,-26.946
11.565,1.0171,-3.9986,5.1124,-8.004
11.973,-3.96,-4.0523,0.56299,48.515
4.806,-7.4389,-5.5115,-1.2625,209.14
-7.9061,-4.1449,-8.6885,-2.2377,310.78
-18.496,2.6243,-10.931,-6.1034,161.57
-22.115,6.2093,-9.99,-10.738,-147.17
-20.345,5.1497,-7.3085,-15.068,-306.59
-16.754,2.3348,-6.3075,-23.407,-196.04
-12.849,-0.13093,-7.5123,-36.19,-27.303
-8.6474,-1.4383,-7.299,-44.527,-17.691
-4.2311,-1.0127,-2.7351,-38.808,-107.27
-0.44352,0.52256,3.5166,-19.465,-107.16
1.0775,1.965,5.5,1.2032,9.5874
-0.40797,3.4747,1.4038,8.665,97.857
-3.1273,5.2484,-3.937,1.9091,73.438
-5.1978,5.2621,-5.0664,-3.3213,38.221
-8.0863,1.8014,-1.9469,5.7606,124.03
-13.207,-2.2161,1.45,21.583,275.44
-15.599,-1.4758,2.4852,28.542,305.53
-8.498,4.1783,1.6357,24.997,167.99
5.0628,8.5886,-0.25725,20.903,26.68
14,7.5721,-3.498,21.483,12.905
13.779,3.6368,-7.0017,24.542,63.572
10.332,0.19775,-7.4433,26.856,61.101
8.4031,-3.1197,-3.8553,24.805,5.2626
5.7876,-6.4128,-0.42838,15.01,-22.815
